PUBCHEM_CID,cyp2c19_action,cyp2c19_warning,cyp2c19_conclusion,cyp2c19_score,cyp2d6_action,cyp2d6_warning,cyp2d6_conclusion,cyp2d6_score,cyp3a4_action,cyp3a4_warning,cyp3a4_conclusion,cyp3a4_score,cyp1a2_action,cyp1a2_warning,cyp1a2_conclusion,cyp1a2_score,cyp2c9_action,cyp2c9_warning,cyp2c9_conclusion,cyp2c9_score,Cano_Smile,XlogP
411668,0,0,Inactive,0,1,0,Active,87,0,0,Inactive,0,1,0,Active,46,0,0,Inactive,0,O=C(C[n+]1ccc2ccccc2c1)c1ccc2ccc3ccccc3c2c1,6.2
411803,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCc1ccc(CCC(=O)O)nc1,1.4
412194,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,Cc1cc(CN2CCCCC2)c(O)c(CN2CCCCC2)c1,3.3
412254,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN1CCN(c2nc3c(c(=O)n(C)c(=O)n3C)n2C)CC1,-0.2
412301,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN(C)CCCn1cnc2cc(Cl)c(Cl)cc21,3
412302,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,Cc1nc2cccc([N+](=O)[O-])c2n1CCCN(C)C,2
412865,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,c1ccc2c(CN3CCN(Cc4c[nH]c5ccccc45)CC3)c[nH]c2c1,3.3
413271,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,N=C(N)SCCc1ccccn1,0.8
413430,0,0,Inactive,0,1,0,Active,45,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN(C)Cc1cc(C(C)(C)C)cc(CNC2CCCCC2)c1O,4.3
413484,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)(C)c1ccc(O)c(C[N+](C)(C)C)c1,2.5
413701,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,O=C(O)CCSC1=NCCN1,-0.3
413816,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,O=C(O)c1[nH]c(=O)[nH]c(=O)c1CN1CCCCC1,-2.8
413872,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,COc1cc(CCN)c(OC)c(OC)c1,1.2
414088,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN1CCN(CCCBr)CC1,1.2
414155,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,O=C(O)c1ccccc1-c1ccccc1C(=O)c1ccccc1,3.9
414274,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,45,0,0,Inactive,0,CSc1nc(C)cc(Nc2ccc(O)c(CN3CCOCC3)c2)n1,2.4
414285,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,NS(=O)(=O)c1ccc(NCc2nc3ccccc3[nH]2)cc1,1.6
415105,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,NCC(=O)NC1(C(=O)O)CCCC1,-3
417138,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,Cc1ccc(N2CCN(CCC(=O)O)CC2)cc1,-0.6
417287,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1(C)N=C(N)N=C(N)N1CCCCc1ccccc1,1.5
417330,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,Nc1ccccc1CCCC(=O)O,1.1
419051,0,0,Inactive,0,1,0,Active,45,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1(C)N=C(N)N=C(N)N1c1cccc(OCc2cccc(N)c2)c1,1.2
419313,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1(C)N=C(N)N=C(N)N1c1cccc(C(=O)Nc2ccc(S(=O)(=O)F)cc2)c1,0.7
419641,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(CCN)(CCN)[N+](=O)[O-],-0.9
419850,0,0,Inactive,0,1,0,Active,45,0,0,Inactive,0,1,0,Active,48,0,0,Inactive,0,c1ccc(C[n+]2cccc(-c3cc4ccccc4[nH]3)c2)cc1,4.4
419920,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,45,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2c1c(-c1ccccc1)c(-c1ccccc1)c(-c1ccccc1)c2-c1ccccc1,9.9
420295,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,NCCSCCC(=O)O,-2.8
420848,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN(C)Cc1cc(C(C)(C)C)ccc1-c1ccc(C(C)(C)C)cc1CN(C)C,6.6
421131,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN(C)CC(CN(C)C)c1ccccn1,1
421248,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,N#CCCCC[N+]12CN3CN(CN(C3)C1)C2,0.7
421581,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,Cc1c(C)c(C)c(CC2(C)CSC2)c(CC2(C)CSC2)c1C,6.1
422291,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,NCCc1nc(-c2nc(C(=O)O)cs2)cs1,-1.4
424323,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,Cc1cc2ncn(CC(=O)O)c2cc1C,1.9
424326,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,O=C(N1CCOCC1)C1(c2ccccc2)CCNCC1,0.9
424354,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCOC(=O)c1cnc(N(C)C)nc1SC(=N)N,1
424578,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,NCCc1ccc(S(=O)(=O)O)cc1[N+](=O)[O-],-2.5
425241,1,0,Active,47,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,49,1,0,Active,91,Oc1c(Cl)cc(C(c2cc(Cl)c(O)c(Cl)c2)C(c2cc(Cl)c(O)c(Cl)c2)c2cc(Cl)c(O)c(Cl)c2)cc1Cl,10.6
425313,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN(C)CCNS(=O)(=O)N(C)C,-0.7
428781,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN(C)CCCNc1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O,3.6
430405,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,Cn1c(=O)c2c(ncn2CCSS(=O)(=O)O)n(C)c1=O,-1.2
430431,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,NC(N)=NC(N)=Nc1c(F)c(F)c(F)c(F)c1F,0.4
432523,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)C=NCC(=O)O,-0.5
432557,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,45,0,0,Inactive,0,C[N+](C)(N)Cc1nc(-c2ccc(Cl)cc2)no1,1.6
433047,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C[N+](C)(N)Cc1csc(-c2ccc(Cl)cc2)n1,2.4
434172,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)(C)c1cc2c(O)c(c1)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)C2,25.9
434695,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,89,0,0,Inactive,0,CCOc1ccc2nc3cc(N=Nc4ccc(N)nc4N)ccc3c(N)c2c1,3.2
435373,0,0,Inactive,0,1,0,Active,90,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1(C)N=C(N)N=C(N)N1c1cccc(CSc2ccccc2)c1,2.4
435966,0,0,Inactive,0,1,0,Active,90,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,Clc1cc2c(c(CSC3=NCN(CC4CC4)CN3)c1)OCOC2,2.8
437876,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,NCCSS(=O)(=O)CCN,-1.8
439647,1,0,Active,82,0,0,Inactive,0,1,0,Active,62,1,0,Active,42,1,0,Active,40,Cc1ccc(S(=O)(=O)NC(Cc2ccccc2)C(=O)CCl)cc1,3.6
439655,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,O=C(O)C(O)C(O)C(=O)O,-1.9
439714,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,NC(=O)NC1NC(=O)NC1=O,-2.2
439771,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,NC(CCl)C(=O)O,-2.8
439917,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,1.1
440005,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,NC(=NCCCC(N)C(=O)O)N[N+](=O)[O-],-3.6
440266,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,NCC(O)c1ccc(O)cc1,-1.1
441130,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,-2.4
441457,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(N)C(O)c1ccccc1,0.8
443422,1,0,Active,46,1,0,Active,92,1,0,Active,43,1,0,Active,86,0,0,Inactive,0,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4,3.1
443657,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(OP(=O)(O)O)C(N)C(=O)O,-4.7
444212,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,O=C(O)C=C(CC(=O)O)C(=O)O,-1
445319,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)SC(=N)N,1
446168,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,O=C(O)CC(Cc1ccccc1)C(=O)O,1.2
446849,1,0,Active,41,1,0,Active,40,1,0,Active,41,1,0,Active,40,1,0,Active,84,CCC1Cc2cc(O)ccc2C2=C1c1ccc(O)cc1CC2CC,5.1
447212,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,NC(=O)CC(N)C(N)=O,-1.8
448991,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)C(CO)Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c2ncn(C(C)C)c2n1,3.8
452009,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,OCC1NCC(O)C1O,-1.7
452723,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-0.4
453241,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,63,0,0,Inactive,0,O=C1Nc2ccccc2Nc2ncccc21,1.6
457825,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1C(C2)N(C)CC3,6.4
476416,1,0,Active,101,1,0,Active,87,1,0,Active,90,1,0,Active,45,1,0,Active,95,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,6.4
480953,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,64,0,0,Inactive,0,0,0,Inactive,0,CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.8
490036,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,-0.5
493265,1,0,Active,87,1,0,Active,43,0,0,Inactive,0,1,0,Active,86,1,0,Active,84,Cc1ccc2nc(SCc3ccc([N+](=O)[O-])cc3)[nH]c2c1,4
522083,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,OCCN(CCO)c1ncnc2nc[nH]c12,-0.7
540026,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCOP(=O)(OCC)C(NC(C)=O)C(Cl)(Cl)Cl,1.5
557261,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCCCS(=O)(=O)NC1=NCN(Cc2ccco2)CN1,0.7
559616,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1(C)OC(C(N)=O)C(C(N)=O)O1,-1.6
573971,1,0,Active,89,1,0,Active,84,1,0,Active,43,1,0,Active,41,1,0,Active,43,O=C(CSc1nnc(-c2ccccc2)n1-c1ccccc1)c1cccs1,5
577541,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,O=C1CCCCC(=O)c2ccccc2N1,1.2
579121,1,0,Active,83,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,46,COc1ccc(NC2(c3ccc(Cl)cc3)C(=O)c3ccccc3C2=O)cc1,5.3
583867,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,OCCNc1nc2ccccc2[nH]1,0.9
597977,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)C12CCC(C(=O)O)C(C1)C(=O)O2,1.5
599987,1,0,Active,63,0,0,Inactive,0,1,0,Active,42,1,0,Active,41,0,0,Inactive,0,Nc1nonc1-c1noc(CCCN2C(=O)c3ccccc3C2=O)n1,0.6
608412,1,0,Active,41,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,O=P(Cc1cc[n+]([O-])cc1)(c1ccccc1)c1ccccc1,1.9
611278,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)(C)NC(=O)Cn1cnc([N+](=O)[O-])n1,0.1
612407,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,Cc1cc(C)n(-c2ccc(F)cc2)c(=O)c1C(=O)O,2.6
614439,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCN1CCc2c(sc(N)c2C(N)=O)C1,1
619850,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COC(=O)C1=C(C)NC(=O)NC1c1ccsc1,0.7
619876,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,O=C(O)Cn1c(-c2ccccc2)nc2ccccc21,2.8
627093,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,40,1,0,Active,42,1,0,Active,42,CCC(=O)Nc1nonc1-c1nc2ccccc2n1N(C(=O)CC)C(=O)CC,1.5
628213,1,0,Active,85,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,91,0,0,Inactive,0,Cc1nc(Oc2ccc(Cl)cc2)c2oc3ccccc3c2n1,4.9
629468,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)Nc1ccc(N2C(=O)CC(c3ccccc3)CC2=O)cc1,1.6
637566,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)=CCCC(C)=CCO,2.9
637577,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1.8
639252,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,40,0,0,Inactive,0,CC(=O)c1cnc2cc(C)nn2c1C,0.8
643764,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,92,0,0,Inactive,0,COc1cc(C=CC(=O)N2CCC=CC2=O)cc(OC)c1OC,2.1
646353,1,0,Active,84,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCOC(=O)N1CCN(S(=O)(=O)Cc2ccccc2)CC1,1
646395,1,0,Active,45,1,0,Active,41,1,0,Active,42,1,0,Active,41,1,0,Active,86,CCSC1=C(C#N)C2(CCCCC2)C(C#N)=C(N)N1,3.5
646515,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCOC(=O)C(NC(C)=O)C(OC(C)=O)c1cccc(N(CCO)CCO)c1,0
646897,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,86,CN(C)C=C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O,3.2
647205,1,0,Active,41,1,0,Active,41,1,0,Active,43,0,0,Inactive,0,1,0,Active,42,CC(C(=O)NC1CCCC1)N(C(=O)c1snc(C(N)=O)c1N)c1ccc2c(c1)OCCO2,2.1
647987,1,0,Active,87,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,85,Cc1ccc(Cl)cc1N1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1,3.4
648407,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,45,0,0,Inactive,0,CCc1nnc(NC(=O)CSc2nnc(COc3ccccc3)n2Cc2ccccc2)s1,3.9
648428,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,1,0,Active,41,CC(C)Cn1c(-c2ccc(Cl)cc2)cnc1SCC(=O)N1CCOCC1,3.6
648537,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,44,1,0,Active,64,CCc1cc2c(NCCO)ncnc2s1,2
648768,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN(CCC#N)CC(=O)Nc1ccc(NC(=O)CN(C)CCC#N)cc1,-0.2
648878,1,0,Active,42,0,0,Inactive,0,1,0,Active,42,1,0,Active,89,1,0,Active,42,CCN(CC)c1ccc2c(Cl)c(Br)c(=O)oc2c1,4
648947,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COc1ccc(OC)c(NC(=O)C(CC(=O)O)NCc2ccco2)c1,-1.5
649015,1,0,Active,48,1,0,Active,42,1,0,Active,43,1,0,Active,88,1,0,Active,41,O=C1CC(c2cccs2)c2cc3c(cc2N1)OCO3,2
649283,1,0,Active,43,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,1,0,Active,42,COc1ccc(-c2noc(C3CCCN(C(=O)c4ccccc4OC)C3)n2)cc1OC,3.4
649650,1,0,Active,84,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,1,0,Active,43,COCc1nnc(NC(=O)CSc2ccc(C)cc2)s1,2.2
649786,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,40,0,0,Inactive,0,0,0,Inactive,0,CCCCn1c(SCC(=O)N2CCCC2)nc2c1c(=O)n(C)c(=O)n2C,1.6
649878,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,O=C(O)CCn1nnc(-c2cccs2)n1,0.9
650100,1,0,Active,88,0,0,Inactive,0,1,0,Active,84,1,0,Active,86,1,0,Active,87,COc1ccccc1OCCn1cc(C(=O)c2ccco2)c2ccccc21,4.3
651589,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,Cc1cc(NC(=O)CCC(=O)N2CCC3(CC2)OCCO3)no1,-0.4
651769,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,40,0,0,Inactive,0,O=C(CNC(=O)c1ccco1)OCc1c(F)cccc1Cl,2.7
651959,1,0,Active,97,1,0,Active,88,1,0,Active,86,1,0,Active,43,1,0,Active,88,Clc1ccc(C(c2nnnn2C2CCCC2)N2CCN(Cc3ccncc3)CC2)cc1,3.2
652799,1,0,Active,83,0,0,Inactive,0,1,0,Active,63,0,0,Inactive,0,0,0,Inactive,0,CCOc1ccc(-c2nnn(CC(=O)Nc3cc(OC)ccc3OC)n2)cc1OCC,3.4
653213,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,O=C(O)c1cc(S(=O)(=O)NCC2CCCO2)ccc1Cl,1.4
653412,1,0,Active,46,1,0,Active,41,1,0,Active,88,1,0,Active,84,1,0,Active,86,Cn1c(SCC(=O)NCc2ccc3c(c2)OCO3)nnc1-c1cc2ccccc2cc1O,3.5
653695,1,0,Active,88,1,0,Active,40,1,0,Active,85,1,0,Active,87,1,0,Active,88,O=C(CSc1n[nH]c(-c2ccccc2O)n1)N1CCCc2ccccc21,3.6
654078,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,CCn1c(SCc2ccc(C#N)cc2)nnc1-c1ccc(S(=O)(=O)N2CCCCC2)cc1,3.4
654257,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCOc1ccc(N2CC(C(=O)NC(C)C)CC2=O)cc1,1.4
654435,1,0,Active,87,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,85,1,0,Active,84,O=C(CSc1nc2ccccc2o1)Nc1nc2ccccc2s1,4.3
655265,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COc1ccc(OCc2nnc(SCC(=O)O)n2N)cc1,1.1
655439,1,0,Active,44,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,1,0,Active,42,CCOC(=O)C1=C(C)NC(=O)NC1c1ccoc1,0.4
655785,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,CC(NC(=O)OCc1ccccc1)C(=O)NCC1CCCO1,1.6
656157,1,0,Active,44,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,87,1,0,Active,42,O=c1oc(-c2ccco2)nc2c1cnn2-c1ccccc1,2.6
656183,1,0,Active,42,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,86,1,0,Active,41,CC(C)OC(=O)NCCOC(=O)Nc1cccc(Cl)c1,3.2
657347,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1OCC(C[N+](C)(C)C)O1,0.4
657488,1,0,Active,84,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,1,0,Active,88,Cc1ccc(C(=O)CNc2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccccc2)cc1,3.1
658313,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,Cc1cc(C)n(S(=O)(=O)Cc2ccccc2)n1,2.2
658723,1,0,Active,42,1,0,Active,88,1,0,Active,41,1,0,Active,42,0,0,Inactive,0,COC(=O)c1[nH]c2ccc(Br)cc2c1NC(=O)CN1CCN(C2CCCCC2)CC1,4.3
659654,1,0,Active,43,1,0,Active,41,1,0,Active,86,1,0,Active,85,1,0,Active,43,Fc1cc2nc(-c3ccncc3)[nH]c2cc1F,2.3
659795,1,0,Active,42,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,1,0,Active,62,Cc1cc(Oc2ccc(-c3ccccc3)cc2)nc(N2CCOCC2)n1,4.2
659902,1,0,Active,95,1,0,Active,43,1,0,Active,88,1,0,Active,89,1,0,Active,90,CC1CCCCN1c1nc(-c2ccncc2)nc2ccccc12,3.9
659943,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CSc1nc(Oc2ccc(=O)[nH]n2)nc(N(C)C)n1,0.9
661170,1,0,Active,93,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,1,0,Active,67,O=C(Cc1ccc(Cl)cc1)Nc1cccc(-c2nnc(-c3ccco3)o2)c1,3.6
661203,1,0,Active,62,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,85,1,0,Active,46,CC1CCc2cccc3c2N1c1cc(C#N)c(C#N)cc1O3,3.5
661217,1,0,Active,64,1,0,Active,43,1,0,Active,41,1,0,Active,65,1,0,Active,64,N#Cc1nc(-c2cccs2)oc1NCc1ccccc1,4.1
661300,1,0,Active,45,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,45,1,0,Active,42,S=c1nc(-c2ccccc2)[nH]n1-c1ccccc1,3.2
