No,PUBCHEM_CID,cyp2c19_action,cyp2c19_warning,cyp2d6_action,cyp2d6_warning,cyp3a4_action,cyp3a4_warning,cyp1a2_action,cyp1a2_warning,cyp2c9_action,cyp2c9_warning,relation_task1,cyp2c9_score,Smile
1406,3233479,0,1,0,1,1,0,1,0,0,0,,0,C1=CC=C(C=C1)NC2=NC=NC=C2C3=COC=C3
1407,3233480,0,0,0,1,0,1,0,0,0,0,,0,C1CC2(CCN(CC2)C(=O)C3=NC=CN=C3)CN(C1)CC4=CC=CC=C4
1408,3233482,0,0,0,0,0,1,0,1,0,0,,0,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CS3)CC4=CC=CS4
1409,3233483,0,0,0,0,1,0,1,0,0,0,,0,CC1=CN=C(C=N1)CNC2=NC=NC3=C2C=C(C=C3)C4=CC=CC=C4C#N
1410,3233484,0,0,0,0,0,0,0,1,0,0,,0,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CC=C4)CCOC
1411,3233485,1,0,0,0,1,0,1,0,1,0,,43,C1CC(OC1)CN2C3=NC(=NC=C3N=C(C2=O)CCC4=CC=CC=C4)OC5=CC(=CC=C5)Cl
1412,3233486,1,0,0,1,1,0,1,0,0,0,,0,CN1CCN(CC1)C2=NC=NC3=C2C=C(C=C3)C4=CC=CC=C4Cl
1413,3233487,0,0,0,0,0,1,1,0,0,0,,0,C1CN(CCN1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC(=CC(=C4)F)F)C5=CC=CC=C5
1414,3233488,1,0,1,0,1,0,1,0,0,0,,0,CN(C)C(=O)C1=CC=C(C=C1)C2=CN=CN=C2NCC3=C(C=C(C=C3)OC)OC
1415,3233489,0,0,0,0,1,0,0,0,0,0,,0,C1CC2(CCN(CC2)C(=O)C3=CC=NC=C3)CN(C1)CC4=CC=CC=C4
1416,3233490,1,0,1,0,0,0,1,0,1,0,,41,C1CC2(CCN(CC2)C(=O)OC3=CC=CC=C3)CN(C1)C4=NC=CC=N4
1417,3233491,0,0,0,0,0,0,0,1,0,0,,0,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)OC)N4CCOCC4
1418,3233492,0,0,0,0,1,0,1,0,0,1,,20,CN1C2=NC=NC=C2N=C(C1=O)C3=CC=CS3
1419,3233493,0,0,1,0,0,0,0,0,0,0,,0,COC1=CC=CC=C1CN2CCC3(CC2)CCN(CC3)C(=O)OC
1420,3233494,0,1,0,0,1,0,1,0,0,1,,21,COC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CS3)CCC4=CC=CC=C4
1421,3233495,0,0,0,0,0,1,0,1,0,0,,0,C1COCCN1C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CC(=C4)C#N)CCC#N
1422,3233496,0,0,0,0,0,1,0,0,1,0,,41,C1CN(CCC12CCN(CC2)C(=O)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)CC4=CC=NC=C4
1423,3233497,0,0,0,0,0,0,1,0,0,1,,10,C1CN(CCN1)C2=NC(=NC=C2)C3=CC=CC=C3C(F)(F)F
1424,419533,1,0,0,0,0,0,0,0,0,1,,20,C1CNCCC12CCN(CC2)CC3=CC=CC=C3
1425,3233498,1,0,0,1,0,0,1,0,0,0,,0,CC1=CC=CC=C1C2=CC(=NC=N2)N(C)CC3=CC=CO3
1426,3233499,0,0,0,1,0,0,1,0,0,0,,0,CN1CCN(CC1)C2=NC(=NC=C2)C3=COC=C3
1427,3233500,0,1,0,1,1,0,0,1,0,0,,0,CC1=CN=C(C=N1)CNC2=NC=NC=C2C3=CC=CC=C3OC
1428,3233501,0,0,1,0,0,0,0,0,0,0,,0,COC(=O)N1CCC2(CCN(CC2)C(=O)NC3=CC=CC(=C3)C#N)CC1
1429,3233502,0,0,0,0,1,0,0,0,0,0,,0,C1CC2(CCN(CC2)C(=O)C3=CSN=N3)CN(C1)C4=CC=C(C=C4)C5=CC=CC=C5
1430,3233503,0,1,0,0,0,0,0,0,0,0,,0,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)CCC#N)OC4=CC=CC=C4
1431,3233504,0,0,0,0,0,0,0,1,0,0,,0,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)OC)CC5=CC(=CC=C5)OC
1432,3233505,0,0,0,0,0,0,0,0,0,0,,0,COC1=CC=C(C=C1)C(=O)N2CCC3(CC2)CCN(CC3)C(=O)NC4=CC(=CC=C4)F
1433,3233506,0,0,0,0,0,0,1,0,0,0,,0,CN1CCN(CC1)C2=NC=NC(=C2)C3=COC=C3
1434,3233507,1,0,0,1,1,0,1,0,0,0,,0,COC1=CC=CC=C1CNC2=NC=NC3=C2C=C(C=C3)C4=CC=CC(=C4)C#N
1435,3233508,1,0,0,0,0,1,1,0,0,0,,0,COC1=CC=CC(=C1)C2=CC3=C(C=C2)N=CN=C3N4CCNCC4
1436,3233509,0,1,0,0,1,0,1,0,0,1,,20,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC(=CC(=C3)F)F)OC
1437,3233510,0,0,0,0,0,0,1,0,0,0,,0,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CC=C3)OC
1438,3233511,0,0,0,0,1,0,0,1,0,0,,0,CN1C=CC=C1C(=O)N2CCC3(CCCN(C3)C(=O)NC4=CC=C(C=C4)OC)CC2
1439,3233512,0,0,0,0,1,0,0,0,0,0,,0,COC1=CC=C(C=C1)NC(=O)N2CCCC3(C2)CCN(CC3)S(=O)(=O)C
1440,3233513,0,0,1,0,1,0,0,0,0,0,,0,C1CC2(CCN(C2)CC3=CC=CC=C3)CN(C1)C(=O)C4=CSN=N4
1441,3233514,1,0,1,0,1,0,1,0,0,0,,0,COC1=CC=CC=C1C2=CC3=C(C=C2)N=CN=C3NC4CC4
1442,3233515,0,0,0,0,0,0,0,0,0,0,,0,CC1=C(C(=NO1)C)C(=O)N2CCC3(CC2)CN(C3)C(=O)NC4=CC(=CC=C4)F
1443,3233516,1,0,0,0,1,0,0,1,0,1,,20,CS(=O)(=O)N1CCCC2(C1)CCN(C2)C3=CC=CC=C3
1444,3233517,1,0,0,0,0,0,1,0,0,0,,0,CN(CC1=CC=CO1)C2=NC=NC(=C2)C3=CC=CC=C3Cl
1445,3233518,1,0,1,0,0,1,1,0,0,0,,0,COC1=CC=CC=C1CNC2=NC(=NC=C2)C3=CC=CC=C3Cl
1446,3233519,0,0,0,1,0,0,0,0,0,0,,0,C1CC2(CCN(CC2)C(=O)C3=CC(=CC=C3)F)CN(C1)CC4=CC=CC=C4
1447,3233520,0,0,0,0,0,1,1,0,0,0,,0,CC1=CC=CC=C1C2=NC=CC(=N2)NCCNC(=O)C
1448,3233521,0,0,1,0,0,0,0,0,0,0,,0,CC(=O)N1CCC2(CC1)CCN(CC2)C(=O)NC3=CC(=CC=C3)F
1449,3233522,0,0,0,0,0,0,1,0,0,0,,0,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CC=C3)NC4=CC(=CC=C4)OC
1450,3233523,0,0,0,0,0,1,0,1,0,1,,10,COC1=CC=C(C=C1)NC(=O)N2CC3(C2)CCN(CC3)C(=O)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F
1451,3233524,0,0,0,0,1,0,1,0,0,0,,0,C1CN(CCN1)C2=NC=NC3=C2C=C(C=C3)C4=CN=CC=C4
1452,3233525,0,0,0,0,0,0,0,0,0,1,,20,C1CC2(CCNCC2)CN(C1)CC3=NC=CS3
1453,3233526,1,0,1,0,0,0,0,0,1,0,,85,C1CN(CCC12CN(C2)C3=CC=CC=C3)C(=O)C4=CC=NC=C4
1454,3233527,0,1,0,0,0,0,1,0,0,0,,0,C1=CC=C(C=C1)COC2=NC=C3C(=N2)N(C(=O)C=N3)CCC#N
1455,3233528,0,1,0,1,1,0,1,0,0,1,,20,CC1=C(C(=NO1)C)C2=CC3=C(C=C2)N=CN=C3NCC4=CC=CC=C4OC
1456,3233529,0,0,0,0,0,0,0,1,0,0,,0,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CC=C3)CC4=CC=C(C=C4)F
1457,3233530,0,0,0,0,0,0,0,0,0,0,,0,C1CN(CCC12CCN(CC2)S(=O)(=O)C3=CC=CC=C3)CC4=CC=CC=C4
1458,3233531,1,0,0,0,1,0,1,0,0,0,,0,C1=CC(=CC(=C1)C2=CC(=NC=N2)N3C=CN=C3)C#N
1459,3233532,0,0,0,0,0,0,0,0,0,1,,22,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)CC4=CC=CS4)OC5=CC=CC=C5
1460,3233533,0,0,0,0,1,0,0,0,0,1,,10,CN1C=CC=C1C(=O)N2CCC3(CCCN(C3)C(=O)NC4=CC=CC(=C4)C#N)CC2
1461,3233534,0,1,0,1,0,1,0,1,1,0,,64,C1CN(CCC12CCN(CC2)C(=O)C3=CC(=CC=C3)F)CC4=CC=NC=C4
1462,3233535,0,0,0,0,0,0,0,0,0,0,,0,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC=C(C=C3)F)NC4=CC=CC=C4
1463,3233536,0,0,0,0,1,0,1,0,1,0,,41,CN1C=CC=C1C(=O)N2CCC3(CCCN(C3)C4=CC=C(C=C4)C5=CC=CC=C5)CC2
1464,3233537,1,0,0,0,0,0,0,0,0,0,,0,C1CN(CCC12CN(C2)C(=O)NC3=CC(=CC=C3)F)C(=O)C4=CC=CO4
1465,3233538,1,0,1,0,1,0,1,0,0,1,,20,C1CC2(CCN(C2)CC3=NC=CS3)CN(C1)S(=O)(=O)C4=CC=CC=C4
1466,3233539,0,1,0,0,0,0,1,0,0,0,,0,CC1=NC2=CN=C(N=C2N(C1=O)C3CC3)N4CCNCC4
1467,3233540,0,0,0,0,0,0,0,1,0,1,,20,C1COCCN1C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CC=C4)CC5=CC=C(C=C5)F
1468,3233541,0,0,0,0,1,0,0,1,0,1,,22,COC1=CC=CC(=C1)NC2=NC=C3C(=N2)N(C(=O)C=N3)CCC4=CC=CC=C4
1469,3233542,0,0,0,1,1,0,1,0,0,0,,0,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC=CS3)N4CCNCC4
1470,3233543,0,0,0,0,0,0,0,1,0,0,,0,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)F)CC4=CC=C(C=C4)F
1471,3233544,0,0,0,0,0,1,0,0,1,0,,66,C1CN(CCC12CCN(CC2)S(=O)(=O)C3=CC=CC=C3)C(C4=CC=CC=C4)C5=CC=CC=C5
1472,3233545,1,0,0,0,0,1,1,0,1,0,,42,CC1=NC2=CN=C(N=C2N(C1=O)CCC3=CC=CC=C3)N(C)C
1473,3233546,0,0,0,0,1,0,0,1,0,0,,0,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CN(C5=CC=CC=C54)C)C6=CC=CC=C6
1474,3233547,0,1,0,0,1,0,0,1,0,1,,20,COC1=CC=C(C=C1)C(=O)N2CCC3(CCCN(C3)C(=O)NC4=CC=CC(=C4)C#N)CC2
1475,3233548,0,0,0,0,1,0,1,0,1,0,,40,COC1=CC=C(C=C1)OC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC(=CC(=C4)F)F)C5CC5
1476,3233549,0,0,0,1,1,0,0,1,0,0,,0,CN(C)C(=O)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CN=CC=C4
1477,3233550,0,1,0,1,1,0,1,0,0,0,,0,CN(C)C1=CC=C(C=C1)C2=CC3=C(C=C2)N=CN=C3NCCOC
1478,3233551,0,1,1,0,0,1,0,1,0,0,,0,COCC(=O)N1CCCC2(C1)CCN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4
1479,3233552,0,0,0,0,0,1,0,0,0,1,,20,C1CC2(CCN(CC2)C(=O)C3=CC(=CC=C3)F)CN(C1)CC4=CC=C(C=C4)C#N
1480,3233553,0,0,0,0,1,0,1,0,0,0,,0,C1COCCN1C2=NC=NC3=C2C=C(C=C3)C4=COC=C4
1481,3233554,0,0,0,1,0,0,0,0,0,1,,20,C1CN(CCC12CCN(CC2)C(=O)OC3=CC=CC=C3)C4=CC=NC=C4
1482,3233555,0,0,1,0,1,0,0,0,0,0,,0,C1CN(CCC12CN(C2)CC3=CC=CC=C3)C(=O)C4=CC=NC=C4
1483,3233556,0,0,0,0,0,1,0,1,0,0,,0,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=C(N=C4N(C3=O)CCC#N)N5CCOCC5
1484,3233557,0,0,0,0,0,1,1,0,0,1,,20,C1CN(CCN1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)Cl)C5=CC=CC=C5
1485,3233558,0,0,0,0,0,1,0,0,0,0,,0,COCC(=O)N1CCC2(CC1)CN(C2)C3=CC=C(C=C3)C4=CC=CC=C4
1486,3233559,0,0,1,0,0,1,1,0,0,0,,0,C1COCCN1CCNC2=NC=NC3=C2C=C(C=C3)C4=COC=C4
1487,3233560,0,0,0,0,0,1,1,0,0,1,,20,COC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CC=C3)C4CC4
1488,3233561,1,0,0,0,1,0,0,1,0,0,,0,CNC1=NC=NC=C1C2=CC=C(C=C2)C(=O)N(C)C
1489,3233562,0,1,0,1,0,1,1,0,0,0,,0,CN(C)C(=O)C1=CC=C(C=C1)C2=CN=CN=C2N3C=CN=C3
1490,3233563,0,1,0,1,0,0,0,0,0,0,,0,CS(=O)(=O)N1CCC2(CCCN(C2)CC3=CC=C(C=C3)C#N)CC1
1491,3233564,0,0,0,0,0,1,0,1,0,0,,0,COC1=CC=CC(=C1)NC2=NC=C3C(=N2)N(C(=O)C(=N3)CCC4=CC=CC=C4)CC5=CC=CS5
1492,3233565,0,0,0,0,0,0,1,0,0,0,,0,COCCN1C(=O)C=NC2=CN=C(N=C21)N3CCOCC3
1493,3233566,1,0,0,0,0,1,1,0,1,0,,88,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CC=C3)OC4=CC(=CC=C4)Cl
1494,3233567,1,0,1,0,1,0,1,0,0,1,,25,C1=CC=C(C(=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC=NC=C4)C(F)(F)F
1495,3233568,0,0,0,0,0,0,0,0,0,0,,0,COC(=O)N1CCCC2(C1)CCN(C2)CC3=NC=CS3
1496,3233569,0,1,0,0,0,1,0,0,0,0,,0,CN1CCCC2(C1)CCN(CC2)C(=O)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F
1497,3233570,0,0,1,0,0,1,0,1,0,1,,20,COC(=O)N1CCCC2(C1)CCN(C2)C(=O)NC3=CC(=CC=C3)F
1498,3233571,0,0,0,0,0,0,0,0,0,1,,10,CC1=C(C(=NO1)C)C(=O)N2CCC3(CCN(CC3)CC4=CC=CC=C4)CC2
1499,3233572,0,1,0,0,1,0,0,0,0,0,,0,CN1C=CC=C1C(=O)N2CCC3(CCCN(C3)CC4=NC=CS4)CC2
1500,3233573,0,0,0,0,1,0,1,0,0,0,,0,CN(C)C(=O)C1=CC=C(C=C1)C2=NC=CC(=N2)NCC3=CN=CC=C3
1501,3233574,0,0,0,0,0,1,0,0,0,0,,0,CN1CCC2(C1)CCCN(C2)C(=O)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F
1502,3233575,0,1,0,0,0,0,1,0,1,0,,84,C1CC1N2C3=NC(=NC=C3N=C(C2=O)C4=CC=CS4)OC5=CC=CC=C5
1503,3233576,0,0,0,0,0,1,0,0,0,0,,0,C1CC2(CCN(CC2)C(=O)OC3=CC=CC=C3)CN(C1)C4=CC=CC(=C4)C5=CC=CC=C5
1504,3233577,0,0,0,0,0,0,0,1,0,0,,0,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)C4CC4)NC5=CC(=CC=C5)OC
1505,3233578,0,0,1,0,1,0,1,0,0,0,,0,CN(C)C(=O)C1=CC=C(C=C1)C2=CC(=NC=N2)N3C=CN=C3
1506,3233579,1,0,0,0,1,0,0,1,0,0,,0,CN(CC1=CC=CO1)C2=NC=NC=C2C3=CC=CC(=C3)C#N
1507,3233580,0,1,0,0,0,0,1,0,0,1,,10,CN(CC1=CC=CO1)C2=NC=NC(=C2)C3=CC=CC(=C3)C#N
1508,3233581,0,0,0,0,0,0,0,1,0,0,,0,CN1C=CC=C1C(=O)N2CCC3(CCN(CC3)C4=CC=CC(=C4)C5=CC=CC=C5)CC2
1509,3233582,0,0,0,0,0,1,1,0,1,0,,42,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC(=CC(=C4)F)F)C5CC5
1510,3233583,0,0,0,0,0,1,0,0,0,0,,0,CN1CCC2(C1)CCCN(C2)C(=O)C3=CC=NC=C3
1511,3233584,1,0,1,0,1,0,1,0,0,1,,24,COC1=CC(=C(C=C1)CNC2=NC=NC=C2C3=CC4=C(C=C3)OCO4)OC
1512,3233585,0,0,0,0,0,0,0,0,0,0,,0,COC1=CC=C(C=C1)NC(=O)N2CCC3(C2)CCCNC3
1513,3233586,0,1,0,0,0,0,0,1,0,0,,0,C1CNCCC1NC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4C(F)(F)F
1514,3233587,1,0,1,0,0,1,0,1,0,0,,0,C1CC2(CCN(CC2)C(=O)C3=CSN=N3)CN(C1)C4=NC=CC=N4
1515,3233588,0,1,0,0,0,1,0,1,0,0,,0,COC1=CC=CC(=C1)NC2=NC=C3C(=N2)N(C(=O)C(=N3)CCC4=CC=CC=C4)C5CC5
1516,3233589,0,0,0,1,0,1,1,0,0,0,,0,CC(=O)NCCNC1=NC(=NC2=CC=CC=C21)C3=CC=C(C=C3)N(C)C
1517,3233590,1,0,1,0,1,0,1,0,0,1,,10,COC1=CC(=C(C=C1)CNC2=NC=NC=C2C3=CN=CC=C3)OC
1518,3233591,1,0,0,0,0,0,1,0,1,0,,43,C1CC1N2C(=O)C=NC3=CN=C(N=C32)OC4=CC(=CC=C4)Cl
1519,3233592,0,0,0,0,0,0,0,0,0,0,,0,CC(=O)N1CCC2(CCCN(C2)CC3=CC=C(C=C3)C#N)CC1
1520,3233593,1,0,0,1,1,0,1,0,1,0,,45,COC1=CC(=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)C4=COC=C4)OC
1521,3233594,0,1,0,0,0,0,0,1,0,0,,0,CC(=O)N1CCC2(CCN(CC2)CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)CC1
1522,3233595,0,0,1,0,1,0,0,1,0,0,,0,CN(C)CC1=CC=CC=C1C2=CC3=C(C=C2)N=CN=C3NCCC4=CNC5=C4C=C(C=C5)OC
1523,3233596,0,1,1,0,0,0,0,0,0,0,,0,CC(C)NC(=O)N1CCC2(CC1)CCN(CC2)S(=O)(=O)C
1524,3233597,1,0,0,1,1,0,1,0,0,1,,20,CS(=O)(=O)NC1=CC=CC(=C1)C2=NC=CC(=N2)NCC3=CC=CC=C3
1525,3233598,1,0,1,0,0,1,1,0,0,1,,21,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)CCC3=CC=CC=C3)CCOC
1526,3233599,1,0,0,1,1,0,1,0,0,0,,0,C1=CC=C(C(=C1)C2=CN=CN=C2NCC3=CN=CC=C3)C(F)(F)F
1527,3233600,0,1,0,0,0,0,1,0,0,0,,0,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)OC)C4CC4
1528,3233601,0,0,0,0,0,0,1,0,0,1,,10,C1COCCN1C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)Cl)CCC#N
1529,3233602,0,0,0,0,0,0,1,0,0,1,,20,C1CN(CCC12CN(C2)CC3=CC=NC=C3)C(=O)C4=NC=CN=C4
1530,3233603,0,0,1,0,0,1,0,0,0,0,,0,C1CN(CCC12CCN(CC2)C(=O)C3=CC=CO3)CC4=NC=CS4
1531,3233604,0,0,0,0,1,0,1,0,0,0,,0,CC1=C(C(=NO1)C)C2=CC3=C(C=C2)N=CN=C3N4CCOCC4
1532,3233605,0,1,0,0,0,1,1,0,0,1,,20,C1=CC=C(C=C1)N2C3=NC=NC=C3N=C(C2=O)C4=CC(=C(C=C4)F)F
1533,3233606,0,0,0,0,0,1,0,0,0,0,,0,C1CN(CCC12CCN(CC2)C(=O)C3=CC(=CC=C3)F)CC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F
1534,3233607,1,0,1,0,1,0,0,1,1,0,,89,C1CC2(CCN(CC2)C(=O)C3=CC=NC=C3)CN(C1)C4=CC=CC(=C4)C5=CC=CC=C5
1535,3233608,0,0,0,0,1,0,0,0,0,1,,20,COC1=CC=C(C=C1)C(=O)N2CCC3(CCCN(C3)CC4=CC=C(C=C4)C#N)CC2
1536,3233609,0,0,0,0,1,0,0,0,0,0,,0,C1CN(CCC12CCN(CC2)C(=O)C3=CC=NC=C3)CC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F
1537,3233610,0,0,1,0,0,0,0,0,0,0,,0,C1CN(CCC12CN(C2)CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C(=O)C4=CC=CO4
1538,3233611,0,0,0,0,0,1,0,0,0,0,,0,CC(=O)N1CCC2(CCCN(C2)C(=O)NC3=CC(=CC=C3)F)CC1
1539,3233612,0,0,1,0,0,0,0,1,0,0,,0,CNC1=NC=NC(=C1)C2=CC=CC=C2CN(C)C
1540,3233613,0,0,0,1,1,0,1,0,0,0,,0,CC1=C(C(=NO1)C)C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CS4
1541,3233614,0,0,0,1,0,1,1,0,1,0,,64,C1CC2(CCN(CC2)C(=O)C3=CC=NC=C3)CN(C1)C4=CC=CC=N4
1542,3233615,0,1,1,0,1,0,0,1,0,1,,20,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)CCC3=CC=CC=C3)C4=CC=C(C=C4)OC
1543,3233616,0,1,0,0,0,1,1,0,0,0,,0,CN(C)C(=O)C1=CC=C(C=C1)C2=NC=CC(=N2)NC3=CC=C(C=C3)F
1544,3233617,0,0,0,1,0,1,0,0,0,1,,20,COC1=CC=C(C=C1)C(=O)N2CCC3(CC2)CN(C3)C4=CC=NC=C4
1545,3233618,1,0,0,0,1,0,1,0,0,0,,0,CNC1=NC(=NC2=CC=CC=C21)C3=CC=CC(=C3)C#N
1546,3233619,0,0,0,0,1,0,1,0,0,0,,0,C1=CC(=CC=C1NC2=NC=NC=C2C3=COC=C3)F
1547,3233620,0,0,0,0,1,0,1,0,0,0,,0,CC1=CN=C(C=N1)CNC2=NC=NC=C2C3=CN=CC=C3
1548,3233621,1,0,0,1,0,1,1,0,0,0,,0,CC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)NC
1549,3233622,1,0,1,0,0,0,1,0,0,0,,0,CN(CC1=CC=CO1)C2=NC=NC(=C2)C3=CC=CC=C3OC
1550,3233623,0,1,0,1,1,0,1,0,0,0,,0,CC1=CN=C(C=N1)CNC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4C(F)(F)F
1551,3233624,0,0,0,1,0,1,0,0,0,0,,0,COC1=CC=C(C=C1)C(=O)N2CCC3(CCCN(C3)CC4=CC=CC=C4OC)CC2
1552,3233625,0,1,0,0,1,0,1,0,0,1,,24,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC(=CC=C3)OC)NC4=CC(=CC=C4)OC
1553,3233626,0,0,0,0,1,0,1,0,1,0,,41,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC(=CC(=C3)F)F)OCC4=CC=CC=C4
1554,3233627,0,0,0,0,0,1,1,0,1,0,,88,C1CC1N2C3=NC(=NC=C3N=C(C2=O)C4=CC=CC(=C4)C#N)N5CCNCC5
1555,3233628,0,1,0,0,1,0,1,0,0,1,,10,CC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)N4CCOCC4
1556,3233629,0,0,0,0,0,0,0,1,0,1,,10,CN(C)C(=O)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NC4CCNCC4
1557,3233630,0,0,0,0,0,0,1,0,0,0,,0,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)Cl)C4CC4
1558,3233631,1,0,0,1,0,1,1,0,0,0,,0,CC1=CN=C(C=N1)CNC2=NC=NC=C2C3=CC=CC=C3Cl
1559,3233632,0,0,1,0,1,0,0,1,0,0,,0,CC1=CC=CC=C1C2=CN=CN=C2NC3CCNCC3
1560,3233633,0,0,0,0,0,1,0,0,0,0,,0,CC(C)NC(=O)N1CCC2(CC1)CCN(CC2)C(=O)OC3=CC=CC=C3
1561,3233634,0,0,0,0,0,0,1,0,0,0,,0,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CN(C4=CC=CC=C43)C)C5=CC=C(C=C5)OC
1562,3233635,0,1,0,0,0,0,1,0,0,0,,0,CC1=C(C(=NO1)C)C2=NC=CC(=N2)N3CCOCC3
1563,3233636,1,0,0,1,1,0,1,0,1,0,,42,C1=CC=C(C=C1)CCC2=NC3=CN=CN=C3N(C2=O)CC4=CC=C(C=C4)F
1564,3233637,1,0,0,1,0,1,0,1,1,0,,40,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC=C(C=C3)F)OC4=CC=C(C=C4)OC
1565,3233638,0,0,0,0,1,0,0,0,0,1,,21,COC1=CC=C(C=C1)C(=O)N2CCC3(CCN(CC3)CC4=CC=NC=C4)CC2
1566,3233639,0,0,1,0,0,0,0,0,0,0,,0,COC1=CC=CC=C1CN2CCC3(CC2)CCN(CC3)S(=O)(=O)C
1567,3233640,0,0,0,0,0,1,0,1,0,0,,0,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)OC)CC5=CC=C(C=C5)F
1568,3233641,1,0,0,1,1,0,1,0,1,0,,42,C1CC2(CCN(C2)C3=CC=CC(=C3)C4=CC=CC=C4)CN(C1)C(=O)C5=NC=CN=C5
1569,3233642,0,0,0,0,0,1,1,0,0,0,,0,CC1=C(C(=NO1)C)C2=NC=CC(=N2)N(C)C
1570,3233643,0,1,0,0,0,1,1,0,1,0,,41,C1=CC=C(C=C1)COC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CC=C4)CCC#N
1571,3233644,0,0,1,0,0,0,0,0,0,0,,0,COC1=CC=CC=C1CN2CCCC3(C2)CCN(CC3)S(=O)(=O)C
1572,3233645,0,1,1,0,1,0,1,0,0,0,,0,COC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NCCN4CCOCC4
1573,3233646,0,0,0,0,0,0,1,0,0,0,,0,CC1=C(C(=NO1)C)C2=CC(=NC=N2)NCC3=CC=CC=C3
1574,3233647,0,1,0,0,1,0,1,0,0,1,,20,COCCN1C2=NC(=NC=C2N=C(C1=O)CCC3=CC=CC=C3)N4CCNCC4
1575,3233648,0,0,0,0,0,1,1,0,0,0,,0,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CS3)OCC4=CC=CC=C4
1576,3233649,0,0,0,0,0,0,0,1,0,0,,0,C1CC(OC1)CN2C3=NC(=NC=C3N=C(C2=O)C4=CC=CC(=C4)C#N)N5CCOCC5
1577,3233650,0,0,0,0,0,1,0,1,0,0,,0,CNC1=NC=NC=C1C2=CC=CC=C2OC
1578,3233651,0,0,0,1,1,0,1,0,0,0,,0,COC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)Cl)CCC#N
